13590
20141223103458,10.0.0.2,35537,10.0.0.4,5001,3,0.0-1.0,786432,6291456
20141223103459,10.0.0.2,35537,10.0.0.4,5001,3,1.0-2.0,393216,3145728
20141223103500,10.0.0.2,35537,10.0.0.4,5001,3,2.0-3.0,393216,3145728
20141223103501,10.0.0.2,35537,10.0.0.4,5001,3,3.0-4.0,524288,4194304
20141223103502,10.0.0.2,35537,10.0.0.4,5001,3,4.0-5.0,393216,3145728
20141223103503,10.0.0.2,35537,10.0.0.4,5001,3,5.0-6.0,524288,4194304
20141223103504,10.0.0.2,35537,10.0.0.4,5001,3,6.0-7.0,524288,4194304
20141223103505,10.0.0.2,35537,10.0.0.4,5001,3,7.0-8.0,393216,3145728
20141223103506,10.0.0.2,35537,10.0.0.4,5001,3,8.0-9.0,393216,3145728
20141223103507,10.0.0.2,35537,10.0.0.4,5001,3,9.0-10.0,393216,3145728
20141223103509,10.0.0.2,35537,10.0.0.4,5001,3,10.0-11.0,655360,5242880
20141223103509,10.0.0.2,35537,10.0.0.4,5001,3,11.0-12.0,393216,3145728
20141223103510,10.0.0.2,35537,10.0.0.4,5001,3,12.0-13.0,262144,2097152
20141223103511,10.0.0.2,35537,10.0.0.4,5001,3,13.0-14.0,393216,3145728
20141223103512,10.0.0.2,35537,10.0.0.4,5001,3,14.0-15.0,393216,3145728
20141223103513,10.0.0.2,35537,10.0.0.4,5001,3,15.0-16.0,262144,2097152
20141223103514,10.0.0.2,35537,10.0.0.4,5001,3,16.0-17.0,393216,3145728
20141223103515,10.0.0.2,35537,10.0.0.4,5001,3,17.0-18.0,393216,3145728
20141223103516,10.0.0.2,35537,10.0.0.4,5001,3,18.0-19.0,393216,3145728
20141223103517,10.0.0.2,35537,10.0.0.4,5001,3,19.0-20.0,393216,3145728
20141223103518,10.0.0.2,35537,10.0.0.4,5001,3,20.0-21.0,262144,2097152
20141223103519,10.0.0.2,35537,10.0.0.4,5001,3,21.0-22.0,393216,3145728
20141223103520,10.0.0.2,35537,10.0.0.4,5001,3,22.0-23.0,393216,3145728
20141223103521,10.0.0.2,35537,10.0.0.4,5001,3,23.0-24.0,262144,2097152
20141223103522,10.0.0.2,35537,10.0.0.4,5001,3,24.0-25.0,393216,3145728
20141223103523,10.0.0.2,35537,10.0.0.4,5001,3,25.0-26.0,393216,3145728
20141223103524,10.0.0.2,35537,10.0.0.4,5001,3,26.0-27.0,262144,2097152
20141223103525,10.0.0.2,35537,10.0.0.4,5001,3,27.0-28.0,393216,3145728
20141223103526,10.0.0.2,35537,10.0.0.4,5001,3,28.0-29.0,655360,5242880
20141223103528,10.0.0.2,35537,10.0.0.4,5001,3,29.0-30.0,393216,3145728
20141223103528,10.0.0.2,35537,10.0.0.4,5001,3,30.0-31.0,0,0
20141223103528,10.0.0.2,35537,10.0.0.4,5001,3,0.0-31.2,12582912,3231016
