7821
20141223101748,10.0.0.1,34926,10.0.0.2,5001,3,0.0-1.0,1703936,13631488
20141223101749,10.0.0.1,34926,10.0.0.2,5001,3,1.0-2.0,1310720,10485760
20141223101750,10.0.0.1,34926,10.0.0.2,5001,3,2.0-3.0,1441792,11534336
20141223101751,10.0.0.1,34926,10.0.0.2,5001,3,3.0-4.0,1441792,11534336
20141223101752,10.0.0.1,34926,10.0.0.2,5001,3,4.0-5.0,1441792,11534336
20141223101753,10.0.0.1,34926,10.0.0.2,5001,3,5.0-6.0,1048576,8388608
20141223101754,10.0.0.1,34926,10.0.0.2,5001,3,6.0-7.0,1966080,15728640
20141223101755,10.0.0.1,34926,10.0.0.2,5001,3,7.0-8.0,1441792,11534336
20141223101756,10.0.0.1,34926,10.0.0.2,5001,3,8.0-9.0,786432,6291456
20141223101757,10.0.0.1,34926,10.0.0.2,5001,3,9.0-10.0,1703936,13631488
20141223101758,10.0.0.1,34926,10.0.0.2,5001,3,10.0-11.0,917504,7340032
20141223101800,10.0.0.1,34926,10.0.0.2,5001,3,11.0-12.0,1835008,14680064
20141223101800,10.0.0.1,34926,10.0.0.2,5001,3,12.0-13.0,917504,7340032
20141223101801,10.0.0.1,34926,10.0.0.2,5001,3,13.0-14.0,917504,7340032
20141223101803,10.0.0.1,34926,10.0.0.2,5001,3,14.0-15.0,1703936,13631488
20141223101803,10.0.0.1,34926,10.0.0.2,5001,3,15.0-16.0,917504,7340032
20141223101804,10.0.0.1,34926,10.0.0.2,5001,3,16.0-17.0,917504,7340032
20141223101806,10.0.0.1,34926,10.0.0.2,5001,3,17.0-18.0,1835008,14680064
20141223101806,10.0.0.1,34926,10.0.0.2,5001,3,18.0-19.0,917504,7340032
20141223101807,10.0.0.1,34926,10.0.0.2,5001,3,19.0-20.0,917504,7340032
20141223101808,10.0.0.1,34926,10.0.0.2,5001,3,20.0-21.0,917504,7340032
20141223101809,10.0.0.1,34926,10.0.0.2,5001,3,21.0-22.0,1835008,14680064
20141223101810,10.0.0.1,34926,10.0.0.2,5001,3,22.0-23.0,917504,7340032
20141223101811,10.0.0.1,34926,10.0.0.2,5001,3,23.0-24.0,786432,6291456
20141223101812,10.0.0.1,34926,10.0.0.2,5001,3,24.0-25.0,1835008,14680064
20141223101813,10.0.0.1,34926,10.0.0.2,5001,3,25.0-26.0,917504,7340032
20141223101814,10.0.0.1,34926,10.0.0.2,5001,3,26.0-27.0,917504,7340032
20141223101816,10.0.0.1,34926,10.0.0.2,5001,3,27.0-28.0,1835008,14680064
20141223101816,10.0.0.1,34926,10.0.0.2,5001,3,28.0-29.0,917504,7340032
20141223101817,10.0.0.1,34926,10.0.0.2,5001,3,29.0-30.0,917504,7340032
20141223101817,10.0.0.1,34926,10.0.0.2,5001,3,0.0-30.1,38010880,10092790
