7376
20141223101241,10.0.0.1,34786,10.0.0.2,5001,3,0.0-1.0,1703936,13631488
20141223101242,10.0.0.1,34786,10.0.0.2,5001,3,1.0-2.0,1310720,10485760
20141223101243,10.0.0.1,34786,10.0.0.2,5001,3,2.0-3.0,1441792,11534336
20141223101244,10.0.0.1,34786,10.0.0.2,5001,3,3.0-4.0,1441792,11534336
20141223101245,10.0.0.1,34786,10.0.0.2,5001,3,4.0-5.0,1441792,11534336
20141223101246,10.0.0.1,34786,10.0.0.2,5001,3,5.0-6.0,1048576,8388608
20141223101247,10.0.0.1,34786,10.0.0.2,5001,3,6.0-7.0,1966080,15728640
20141223101248,10.0.0.1,34786,10.0.0.2,5001,3,7.0-8.0,1441792,11534336
20141223101249,10.0.0.1,34786,10.0.0.2,5001,3,8.0-9.0,786432,6291456
20141223101250,10.0.0.1,34786,10.0.0.2,5001,3,9.0-10.0,1703936,13631488
20141223101251,10.0.0.1,34786,10.0.0.2,5001,3,10.0-11.0,917504,7340032
20141223101253,10.0.0.1,34786,10.0.0.2,5001,3,11.0-12.0,1835008,14680064
20141223101253,10.0.0.1,34786,10.0.0.2,5001,3,12.0-13.0,917504,7340032
20141223101254,10.0.0.1,34786,10.0.0.2,5001,3,13.0-14.0,917504,7340032
20141223101256,10.0.0.1,34786,10.0.0.2,5001,3,14.0-15.0,1703936,13631488
20141223101256,10.0.0.1,34786,10.0.0.2,5001,3,15.0-16.0,917504,7340032
20141223101257,10.0.0.1,34786,10.0.0.2,5001,3,16.0-17.0,917504,7340032
20141223101259,10.0.0.1,34786,10.0.0.2,5001,3,17.0-18.0,1835008,14680064
20141223101259,10.0.0.1,34786,10.0.0.2,5001,3,18.0-19.0,917504,7340032
20141223101300,10.0.0.1,34786,10.0.0.2,5001,3,19.0-20.0,917504,7340032
20141223101302,10.0.0.1,34786,10.0.0.2,5001,3,20.0-21.0,1703936,13631488
20141223101302,10.0.0.1,34786,10.0.0.2,5001,3,21.0-22.0,917504,7340032
20141223101303,10.0.0.1,34786,10.0.0.2,5001,3,22.0-23.0,917504,7340032
20141223101304,10.0.0.1,34786,10.0.0.2,5001,3,23.0-24.0,917504,7340032
20141223101305,10.0.0.1,34786,10.0.0.2,5001,3,24.0-25.0,1835008,14680064
20141223101306,10.0.0.1,34786,10.0.0.2,5001,3,25.0-26.0,917504,7340032
20141223101307,10.0.0.1,34786,10.0.0.2,5001,3,26.0-27.0,917504,7340032
20141223101308,10.0.0.1,34786,10.0.0.2,5001,3,27.0-28.0,1835008,14680064
20141223101309,10.0.0.1,34786,10.0.0.2,5001,3,28.0-29.0,786432,6291456
20141223101310,10.0.0.1,34786,10.0.0.2,5001,3,29.0-30.0,917504,7340032
20141223101312,10.0.0.1,34786,10.0.0.2,5001,3,30.0-31.0,1835008,14680064
20141223101312,10.0.0.1,34786,10.0.0.2,5001,3,31.0-32.0,917504,7340032
20141223101313,10.0.0.1,34786,10.0.0.2,5001,3,32.0-33.0,917504,7340032
20141223101315,10.0.0.1,34786,10.0.0.2,5001,3,33.0-34.0,1835008,14680064
20141223101315,10.0.0.1,34786,10.0.0.2,5001,3,34.0-35.0,917504,7340032
20141223101316,10.0.0.1,34786,10.0.0.2,5001,3,35.0-36.0,917504,7340032
20141223101318,10.0.0.1,34786,10.0.0.2,5001,3,36.0-37.0,1703936,13631488
20141223101318,10.0.0.1,34786,10.0.0.2,5001,3,37.0-38.0,917504,7340032
20141223101319,10.0.0.1,34786,10.0.0.2,5001,3,38.0-39.0,917504,7340032
20141223101321,10.0.0.1,34786,10.0.0.2,5001,3,39.0-40.0,1835008,14680064
20141223101321,10.0.0.1,34786,10.0.0.2,5001,3,40.0-41.0,917504,7340032
20141223101322,10.0.0.1,34786,10.0.0.2,5001,3,41.0-42.0,917504,7340032
20141223101324,10.0.0.1,34786,10.0.0.2,5001,3,42.0-43.0,1835008,14680064
20141223101324,10.0.0.1,34786,10.0.0.2,5001,3,43.0-44.0,917504,7340032
20141223101325,10.0.0.1,34786,10.0.0.2,5001,3,44.0-45.0,917504,7340032
20141223101327,10.0.0.1,34786,10.0.0.2,5001,3,45.0-46.0,1835008,14680064
20141223101327,10.0.0.1,34786,10.0.0.2,5001,3,46.0-47.0,786432,6291456
20141223101328,10.0.0.1,34786,10.0.0.2,5001,3,47.0-48.0,917504,7340032
20141223101329,10.0.0.1,34786,10.0.0.2,5001,3,48.0-49.0,917504,7340032
20141223101330,10.0.0.1,34786,10.0.0.2,5001,3,49.0-50.0,1835008,14680064
20141223101331,10.0.0.1,34786,10.0.0.2,5001,3,50.0-51.0,917504,7340032
20141223101332,10.0.0.1,34786,10.0.0.2,5001,3,51.0-52.0,917504,7340032
20141223101334,10.0.0.1,34786,10.0.0.2,5001,3,52.0-53.0,1835008,14680064
20141223101334,10.0.0.1,34786,10.0.0.2,5001,3,53.0-54.0,917504,7340032
20141223101335,10.0.0.1,34786,10.0.0.2,5001,3,54.0-55.0,917504,7340032
20141223101337,10.0.0.1,34786,10.0.0.2,5001,3,55.0-56.0,1703936,13631488
20141223101337,10.0.0.1,34786,10.0.0.2,5001,3,56.0-57.0,917504,7340032
20141223101338,10.0.0.1,34786,10.0.0.2,5001,3,57.0-58.0,917504,7340032
20141223101340,10.0.0.1,34786,10.0.0.2,5001,3,58.0-59.0,1835008,14680064
20141223101340,10.0.0.1,34786,10.0.0.2,5001,3,59.0-60.0,917504,7340032
20141223101340,10.0.0.1,34786,10.0.0.2,5001,3,0.0-60.4,74186752,9817971
