8376
20141223101826,10.0.0.1,51216,10.0.0.3,5001,3,0.0-1.0,1048576,8388608
20141223101827,10.0.0.1,51216,10.0.0.3,5001,3,1.0-2.0,655360,5242880
20141223101828,10.0.0.1,51216,10.0.0.3,5001,3,2.0-3.0,655360,5242880
20141223101829,10.0.0.1,51216,10.0.0.3,5001,3,3.0-4.0,655360,5242880
20141223101830,10.0.0.1,51216,10.0.0.3,5001,3,4.0-5.0,786432,6291456
20141223101831,10.0.0.1,51216,10.0.0.3,5001,3,5.0-6.0,655360,5242880
20141223101832,10.0.0.1,51216,10.0.0.3,5001,3,6.0-7.0,655360,5242880
20141223101833,10.0.0.1,51216,10.0.0.3,5001,3,7.0-8.0,917504,7340032
20141223101835,10.0.0.1,51216,10.0.0.3,5001,3,8.0-9.0,393216,3145728
20141223101835,10.0.0.1,51216,10.0.0.3,5001,3,9.0-10.0,917504,7340032
20141223101836,10.0.0.1,51216,10.0.0.3,5001,3,10.0-11.0,524288,4194304
20141223101837,10.0.0.1,51216,10.0.0.3,5001,3,11.0-12.0,524288,4194304
20141223101838,10.0.0.1,51216,10.0.0.3,5001,3,12.0-13.0,524288,4194304
20141223101839,10.0.0.1,51216,10.0.0.3,5001,3,13.0-14.0,524288,4194304
20141223101841,10.0.0.1,51216,10.0.0.3,5001,3,14.0-15.0,1048576,8388608
20141223101841,10.0.0.1,51216,10.0.0.3,5001,3,15.0-16.0,524288,4194304
20141223101842,10.0.0.1,51216,10.0.0.3,5001,3,16.0-17.0,524288,4194304
20141223101843,10.0.0.1,51216,10.0.0.3,5001,3,17.0-18.0,393216,3145728
20141223101844,10.0.0.1,51216,10.0.0.3,5001,3,18.0-19.0,524288,4194304
20141223101846,10.0.0.1,51216,10.0.0.3,5001,3,19.0-20.0,524288,4194304
20141223101847,10.0.0.1,51216,10.0.0.3,5001,3,20.0-21.0,655360,5242880
20141223101847,10.0.0.1,51216,10.0.0.3,5001,3,21.0-22.0,786432,6291456
20141223101848,10.0.0.1,51216,10.0.0.3,5001,3,22.0-23.0,524288,4194304
20141223101849,10.0.0.1,51216,10.0.0.3,5001,3,23.0-24.0,1048576,8388608
20141223101850,10.0.0.1,51216,10.0.0.3,5001,3,24.0-25.0,524288,4194304
20141223101851,10.0.0.1,51216,10.0.0.3,5001,3,25.0-26.0,524288,4194304
20141223101852,10.0.0.1,51216,10.0.0.3,5001,3,26.0-27.0,917504,7340032
20141223101853,10.0.0.1,51216,10.0.0.3,5001,3,27.0-28.0,524288,4194304
20141223101854,10.0.0.1,51216,10.0.0.3,5001,3,28.0-29.0,524288,4194304
20141223101855,10.0.0.1,51216,10.0.0.3,5001,3,29.0-30.0,1048576,8388608
20141223101855,10.0.0.1,51216,10.0.0.3,5001,3,0.0-30.6,20185088,5284335
